,Unnamed: 0,Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume,Stock
606,606,2015-08-03,121.5,122.57,117.52,118.44,69975968.0,0.0,1.0,116.35886866728998,117.3835928605,112.54727774305,113.42834901196998,69975968.0,AAPL
2113,606,2015-08-04,160.25,166.77,157.6189,165.0,85587.0,0.0,1.0,158.25947810812,164.69849088356,155.66105993121,162.95047667919,85587.0,COKE
2732,471,2015-08-04,36.61,37.21,36.6,37.12,9051917.0,0.0,1.0,36.61,37.21,36.6,37.12,9051917.0,YHOO
605,605,2015-08-04,117.42,117.7,113.25,114.64,124138623.0,0.0,1.0,112.45150912686,112.71966125219,108.45795783186,109.78914159686,124138623.0,AAPL
3486,606,2015-08-04,664.34,668.0,660.51,661.28,1309410.0,0.0,1.0,664.34,668.0,660.51,661.28,1309410.0,GOOGL
1359,606,2015-08-04,260.01,266.72,258.34,266.28,2352530.0,0.0,1.0,260.01,266.72,258.34,266.28,2352530.0,TSLA
1358,605,2015-08-05,263.58,271.0,260.4,270.13,4798058.0,0.0,1.0,263.58,271.0,260.4,270.13,4798058.0,TSLA
604,604,2015-08-05,112.95,117.44,112.1,115.4,98384461.0,0.0,1.0,108.1706519833,112.4706628501,107.35661874571,110.51698307988,98384461.0,AAPL
3485,605,2015-08-05,665.75,679.91,665.5827,673.29,1812589.0,0.0,1.0,665.75,679.91,665.5827,673.29,1812589.0,GOOGL
2112,605,2015-08-05,170.0,174.1,165.06,165.77,57038.0,0.0,1.0,167.88836991188998,171.9374423627,163.00973139798,163.71091223701998,57038.0,COKE
2731,470,2015-08-05,37.32,37.71,37.23,37.25,6825230.0,0.0,1.0,37.32,37.71,37.23,37.25,6825230.0,YHOO
3484,604,2015-08-06,673.99,674.75,660.73,670.15,2032984.0,0.0,1.0,673.99,674.75,660.73,670.15,2032984.0,GOOGL
603,603,2015-08-06,115.97,116.5,114.115,115.13,52903040.0,0.52,1.0,111.56449443084,112.07436062078,109.77996276602,110.75640462035,52903040.0,AAPL
2730,469,2015-08-06,37.34,37.52,36.3,36.46,12299702.0,0.0,1.0,37.34,37.52,36.3,36.46,12299702.0,YHOO
2111,604,2015-08-06,167.22,170.0,160.44,162.11,44517.0,0.0,1.0,165.14290127451,167.88836991188998,158.44711805096,160.09637439068,44517.0,COKE
1357,604,2015-08-06,249.54,255.0,236.12,246.13,14623754.0,0.0,1.0,249.54,255.0,236.12,246.13,14623754.0,TSLA
2729,468,2015-08-07,36.52,36.76,36.15,36.67,11845497.0,0.0,1.0,36.52,36.76,36.15,36.67,11845497.0,YHOO
3483,603,2015-08-07,667.78,668.795,658.87,664.39,1377152.0,0.0,1.0,667.78,668.795,658.87,664.39,1377152.0,GOOGL
602,602,2015-08-07,114.58,116.25,114.5,115.52,38670405.0,0.0,1.0,110.22729819682,111.833857701,110.15033726248998,111.13158917522,38670405.0,AAPL
2110,603,2015-08-07,162.0,167.52,160.32,163.28,25726.0,0.0,1.0,159.98774073956002,165.43917486847,158.32860861338,161.25184140713998,25726.0,COKE
1356,603,2015-08-07,243.58,243.73,238.39,242.51,5073390.0,0.0,1.0,243.58,243.73,238.39,242.51,5073390.0,TSLA
2728,467,2015-08-10,36.87,37.69,36.87,37.15,11351419.0,0.0,1.0,36.87,37.69,36.87,37.15,11351419.0,YHOO
2109,602,2015-08-10,164.55,166.97,161.4,162.52,46327.0,0.0,1.0,162.50606628824,164.89600661287,159.39519355164,160.50128163577,46327.0,COKE
3482,602,2015-08-10,667.09,671.62,660.23,663.14,1722915.0,0.0,1.0,667.09,671.62,660.23,663.14,1722915.0,GOOGL
601,601,2015-08-10,116.53,119.99,116.53,119.72,54951597.0,0.0,1.0,112.10322097116,115.43178138101,112.10322097116,115.17203822764,54951597.0,AAPL
1355,602,2015-08-10,238.15,242.97,236.05,241.14,4185860.0,0.0,1.0,238.15,242.97,236.05,241.14,4185860.0,TSLA
2727,466,2015-08-11,36.74,36.77,35.731,36.03,13833238.0,0.0,1.0,36.74,36.77,35.731,36.03,13833238.0,YHOO
3481,601,2015-08-11,699.58,704.0,684.32,690.3,5494011.0,0.0,1.0,699.58,704.0,684.32,690.3,5494011.0,GOOGL
2108,601,2015-08-11,162.45,164.1975,161.06799999999998,162.26,32726.0,0.0,1.0,160.43215113051,162.15794481534,159.06731744099,160.24451118766,32726.0,COKE
600,600,2015-08-11,117.81,118.18,113.33,113.49,97082814.0,0.0,1.0,113.33459592047,113.69054024175,109.02478359788,109.17870546655,97082814.0,AAPL
1354,601,2015-08-11,237.15,239.3,234.44,237.37,4264939.0,0.0,1.0,237.15,239.3,234.44,237.37,4264939.0,TSLA
2726,465,2015-08-12,34.29,34.77,33.85,34.49,31443155.0,0.0,1.0,34.29,34.77,33.85,34.49,31443155.0,YHOO
3480,600,2015-08-12,694.49,696.0,680.51,691.47,2932328.0,0.0,1.0,694.49,696.0,680.51,691.47,2932328.0,GOOGL
599,599,2015-08-12,112.53,115.42,109.63,115.24,101685610.0,0.0,1.0,108.25517425457,111.0353880073,105.46534038504,110.86222590506,101685610.0,AAPL
2107,600,2015-08-12,160.26,162.63,160.26,160.86,31085.0,0.0,1.0,158.26935389458,160.60991528688,158.26935389458,158.86190108251,31085.0,COKE
1353,600,2015-08-12,235.0,239.77,232.74,238.17,3739157.0,0.0,1.0,235.0,239.77,232.74,238.17,3739157.0,TSLA
1352,599,2015-08-13,239.86,246.48,239.12,242.51,4689182.0,0.0,1.0,239.86,246.48,239.12,242.51,4689182.0,TSLA
598,598,2015-08-13,116.04,116.4,114.54,115.15,48535789.0,0.0,1.0,111.63183524838,111.97815945287,110.18881772965,110.77564485393,48535789.0,AAPL
2725,464,2015-08-13,35.08,36.61,34.82,35.93,28987668.0,0.0,1.0,35.08,36.61,34.82,35.93,28987668.0,YHOO
3479,599,2015-08-13,689.2,694.03,682.18,686.51,1817748.0,0.0,1.0,689.2,694.03,682.18,686.51,1817748.0,GOOGL
2106,599,2015-08-13,161.31,162.94,160.51,160.57,33442.0,0.0,1.0,159.30631147345,160.91606466731,158.51624855622,158.57550327501002,33442.0,COKE
597,597,2015-08-14,114.32,116.31,114.01,115.96,42929516.0,0.0,1.0,109.97717516023998,111.89157840175,109.6789515397,111.55487431404,42929516.0,AAPL
2724,463,2015-08-14,35.82,36.345,35.72,36.24,12241062.0,0.0,1.0,35.82,36.345,35.72,36.24,12241062.0,YHOO
1351,598,2015-08-14,247.24,247.93,241.77,243.15,4364810.0,0.0,1.0,247.24,247.93,241.77,243.15,4364810.0,TSLA
3478,598,2015-08-14,684.04,692.26,682.9,689.37,1379855.0,0.0,1.0,684.04,692.26,682.9,689.37,1379855.0,GOOGL
2105,598,2015-08-14,160.22,163.29,160.22,162.85,35160.0,0.0,1.0,158.22985074872,161.2617171936,158.22985074872,160.82718258912,35160.0,COKE
2104,597,2015-08-17,161.54,166.32,161.54,166.32,19282.0,0.0,1.0,159.53345456216002,164.25408049262,159.53345456216002,164.25408049262,19282.0,COKE
596,596,2015-08-17,116.04,117.65,115.5,117.16,40884745.0,0.0,1.0,111.63183524838,113.1806740518,111.11234894164,112.70928832902,40884745.0,AAPL
1350,597,2015-08-17,255.56,256.59,250.51,254.99,7176690.0,0.0,1.0,255.56,256.59,250.51,254.99,7176690.0,TSLA
2723,462,2015-08-17,36.24,36.24,35.765,36.095,7933557.0,0.0,1.0,36.24,36.24,35.765,36.095,7933557.0,YHOO
3477,597,2015-08-17,688.04,694.74,683.06,694.11,1233951.0,0.0,1.0,688.04,694.74,683.06,694.11,1233951.0,GOOGL
2722,461,2015-08-18,35.78,36.1872,35.6,35.69,11445283.0,0.0,1.0,35.78,36.1872,35.6,35.69,11445283.0,YHOO
1349,596,2015-08-18,255.38,260.95,253.5601,260.72,4195035.0,0.0,1.0,255.38,260.95,253.5601,260.72,4195035.0,TSLA
2103,596,2015-08-18,166.17,166.17,163.22,164.7,43828.0,0.0,1.0,164.10594369563998,164.10594369563998,161.19258668834,162.65420308522,43828.0,COKE
595,595,2015-08-18,116.43,117.44,116.01,116.5,34560708.0,0.0,1.0,112.00701980324,112.97865159918,111.602974898,112.07436062078,34560708.0,AAPL
3476,596,2015-08-18,691.07,695.7568,685.32,688.73,1385544.0,0.0,1.0,691.07,695.7568,685.32,688.73,1385544.0,GOOGL
2721,460,2015-08-19,35.67,35.67,35.025,35.19,8976684.0,0.0,1.0,35.67,35.67,35.025,35.19,8976684.0,YHOO
3475,595,2015-08-19,690.11,700.2,686.8,694.04,2509697.0,0.0,1.0,690.11,700.2,686.8,694.04,2509697.0,GOOGL
594,594,2015-08-19,116.1,116.52,114.68,115.01,48286510.0,0.0,1.0,111.68955594913,112.09360085437,110.32349936473,110.64096321885,48286510.0,AAPL
2102,595,2015-08-19,164.35,164.7614,160.6701,161.25,34695.0,0.0,1.0,162.30855055893,162.71484041411998,158.67435989753,159.24705675466,34695.0,COKE
1348,595,2015-08-19,260.33,260.65,255.02,255.25,3604282.0,0.0,1.0,260.33,260.65,255.02,255.25,3604282.0,TSLA
593,593,2015-08-20,114.08,114.35,111.63,112.65,68501622.0,0.0,1.0,109.74629235725,110.00603551062,107.38936374333,108.37061565606,68501622.0,AAPL
2101,594,2015-08-20,160.7,160.7,155.96,158.62,43657.0,0.0,1.0,158.70388849906,158.70388849906,154.02276571446,156.64972491426002,43657.0,COKE
2720,459,2015-08-20,34.77,34.95,33.87,34.1,15604411.0,0.0,1.0,34.77,34.95,33.87,34.1,15604411.0,YHOO
1347,594,2015-08-20,252.06,254.56,241.9,242.18,4905757.0,0.0,1.0,252.06,254.56,241.9,242.18,4905757.0,TSLA
3474,594,2015-08-20,689.1,696.16,675.2801,679.48,2889877.0,0.0,1.0,689.1,696.16,675.2801,679.48,2889877.0,GOOGL
1346,593,2015-08-21,236.0,243.7999,230.51,230.77,6590234.0,0.0,1.0,236.0,243.7999,230.51,230.77,6590234.0,TSLA
3473,593,2015-08-21,671.04,672.89,643.104,644.03,4593970.0,0.0,1.0,671.04,672.89,643.104,644.03,4593970.0,GOOGL
2719,458,2015-08-21,33.58,34.02,32.91,32.93,18373641.0,0.0,1.0,33.58,34.02,32.91,32.93,18373641.0,YHOO
2100,593,2015-08-21,156.42,156.93,152.47,154.15,43012.0,0.0,1.0,154.47705189187,154.9807170016,150.57611623803,152.23524836421998,43012.0,COKE
592,592,2015-08-21,110.43,111.9,105.645,105.76,128275471.0,0.0,1.0,106.23494972835,107.6491068967,101.63172384363,101.74235518673,128275471.0,AAPL
1345,592,2015-08-24,202.79,231.4,195.0,218.87,9581585.0,0.0,1.0,202.79,231.4,195.0,218.87,9581585.0,TSLA
591,591,2015-08-24,94.87,108.8,92.0,103.12,162206292.0,0.0,1.0,91.266048000805,104.66687069134,88.505074481649,99.202644353779,162206292.0,AAPL
3472,592,2015-08-24,600.6,644.33,593.09,618.11,6489430.0,0.0,1.0,600.6,644.33,593.09,618.11,6489430.0,GOOGL
2099,592,2015-08-24,144.5,155.99,126.31,155.55,118892.0,0.0,1.0,142.70511442511005,154.05239307386,124.74105884453002,153.61785846938,118892.0,COKE
2718,457,2015-08-24,29.02,32.28,29.0,31.31,23163378.0,0.0,1.0,29.02,32.28,29.0,31.31,23163378.0,YHOO
1344,591,2015-08-25,230.52,230.9,219.12,220.03,4327294.0,0.0,1.0,230.52,230.9,219.12,220.03,4327294.0,TSLA
2717,456,2015-08-25,32.98,33.03,31.535,31.74,15752294.0,0.0,1.0,32.98,33.03,31.535,31.74,15752294.0,YHOO
2098,591,2015-08-25,160.8,162.0,156.79,160.55,44330.0,0.0,1.0,158.80264636372,159.98774073956002,154.84245599109,158.55575170208,44330.0,COKE
590,590,2015-08-25,111.11,111.11,103.5,103.74,103601599.0,0.0,1.0,106.88911767017,106.88911767017,99.568208791856,99.799091594851,103601599.0,AAPL
3471,591,2015-08-25,646.4675,647.0,611.67,612.47,3571469.0,0.0,1.0,646.4675,647.0,611.67,612.47,3571469.0,GOOGL
2097,590,2015-08-26,163.18,163.18,158.81,161.8,41498.0,0.0,1.0,161.15308354248,161.15308354248,156.8373648571,159.79022501026,41498.0,COKE
2716,455,2015-08-26,32.46,32.62,31.11,32.52,25414501.0,0.0,1.0,32.46,32.62,31.11,32.52,25414501.0,YHOO
1343,590,2015-08-26,227.93,228.0,215.51,224.84,4963042.0,0.0,1.0,227.93,228.0,215.51,224.84,4963042.0,TSLA
589,589,2015-08-26,107.085,109.89,105.05,109.69,96774611.0,0.0,1.0,103.0170206616,105.71546342161,101.05932689454,105.52306108578,96774611.0,AAPL
3470,590,2015-08-26,643.1,662.48,630.37,659.74,4386985.0,0.0,1.0,643.1,662.48,630.37,659.74,4386985.0,GOOGL
3469,589,2015-08-27,672.0,673.9799,651.1,667.96,2948736.0,0.0,1.0,672.0,673.9799,651.1,667.96,2948736.0,GOOGL
588,588,2015-08-27,112.25,113.24,110.02,112.92,84616056.0,0.0,1.0,107.9858109844,108.93820254676,105.8405249399,108.63035880943,84616056.0,AAPL
1342,589,2015-08-27,231.0,244.75,230.81,242.99,7655959.0,0.0,1.0,231.0,244.75,230.81,242.99,7655959.0,TSLA
2715,454,2015-08-27,33.33,33.77,32.95,33.69,19105076.0,0.0,1.0,33.33,33.77,32.95,33.69,19105076.0,YHOO
2096,589,2015-08-27,162.6,162.9899,152.19,155.83,44191.0,0.0,1.0,160.58028792749,160.96534484177,150.29959421700002,153.89438049041,44191.0,COKE
2714,453,2015-08-28,33.28,33.57,32.929,33.14,9366075.0,0.0,1.0,33.28,33.57,32.929,33.14,9366075.0,YHOO
587,587,2015-08-28,112.17,113.31,111.54,113.29,53164407.0,0.0,1.0,107.90885005007,109.0055433643,107.30278269221,108.98630313072,53164407.0,AAPL
1341,588,2015-08-28,241.86,251.45,241.57,248.48,5513673.0,0.0,1.0,241.86,251.45,241.57,248.48,5513673.0,TSLA
2095,588,2015-08-28,155.1,157.56,151.68,157.56,59580.0,0.0,1.0,153.17344807843,155.60289154892,149.79592910726998,155.60289154892,59580.0,COKE
3468,588,2015-08-28,665.11,667.0,653.75,659.69,1941833.0,0.0,1.0,665.11,667.0,653.75,659.69,1941833.0,GOOGL
2094,587,2015-08-31,155.98,158.93,152.49,154.23,46491.0,0.0,1.0,154.04251728738998,156.95587429469,150.59586781096002,152.31425465594,46491.0,COKE
1340,587,2015-08-31,245.77,254.95,245.51,249.06,4700232.0,0.0,1.0,245.77,254.95,245.51,249.06,4700232.0,TSLA
3467,587,2015-08-31,656.26,664.41,646.35,647.82,1946844.0,0.0,1.0,656.26,664.41,646.35,647.82,1946844.0,GOOGL
586,586,2015-08-31,112.13,114.53,112.0,112.76,56229271.0,0.0,1.0,107.87036958291,110.17919761286,107.74530806462,108.47643694077,56229271.0,AAPL
2713,452,2015-08-31,32.91,32.99,32.23,32.24,13608999.0,0.0,1.0,32.91,32.99,32.23,32.24,13608999.0,YHOO
2712,451,2015-09-01,31.49,32.1,31.23,31.6,19903535.0,0.0,1.0,31.49,32.1,31.23,31.6,19903535.0,YHOO
3466,586,2015-09-01,633.66,644.44,625.06,629.56,2572884.0,0.0,1.0,633.66,644.44,625.06,629.56,2572884.0,GOOGL
1339,586,2015-09-01,240.34,246.0,236.97,238.63,5454765.0,0.0,1.0,240.34,246.0,236.97,238.63,5454765.0,TSLA
585,585,2015-09-01,110.18,111.88,107.36,107.72,76845860.0,0.0,1.0,105.99444680857,107.62986666312,103.28157387337,103.62789807786,76845860.0,AAPL
2093,586,2015-09-01,152.5,155.18,152.03,154.14,75247.0,0.0,1.0,150.60574359743,153.25245437016,150.14158163356,152.22537257776,75247.0,COKE
584,584,2015-09-02,110.0,112.34,109.131,112.34,61888812.0,0.0,1.0,105.82128470632,108.07239203553002,104.98529655714,108.07239203553002,61888812.0,AAPL
3465,585,2015-09-02,638.64,645.057,630.64,644.91,1881489.0,0.0,1.0,638.64,645.057,630.64,644.91,1881489.0,GOOGL
2711,450,2015-09-02,32.01,32.03,31.38,31.77,15688093.0,0.0,1.0,32.01,32.03,31.38,31.77,15688093.0,YHOO
1338,585,2015-09-02,245.14,247.88,239.78,247.69,4629174.0,0.0,1.0,245.14,247.88,239.78,247.69,4629174.0,TSLA
2092,585,2015-09-02,154.4,159.31,153.38,159.31,27109.0,0.0,1.0,152.48214302586,157.33115418037,151.47481280639,157.33115418037,27109.0,COKE
1337,584,2015-09-03,252.06,252.08,245.0,245.57,4194772.0,0.0,1.0,252.06,252.08,245.0,245.57,4194772.0,TSLA
583,583,2015-09-03,112.49,112.78,110.04,110.37,53233940.0,0.0,1.0,108.2166937874,108.49567717435,105.85976517349,106.1772290276,53233940.0,AAPL
2710,449,2015-09-03,31.86,32.745,31.8,32.54,13748876.0,0.0,1.0,31.86,32.745,31.8,32.54,13748876.0,YHOO
3464,584,2015-09-03,647.93,651.25,633.8073,637.05,1728562.0,0.0,1.0,647.93,651.25,633.8073,637.05,1728562.0,GOOGL
2091,584,2015-09-03,159.0,165.26,158.4718,163.2,43529.0,0.0,1.0,157.02500479994,163.20724712728995,156.50336575883998,161.17283511541,43529.0,COKE
582,582,2015-09-04,108.97,110.45,108.51,109.27,49996311.0,0.0,1.0,104.8304126768,106.25418996194,104.38788730439,105.11901618054002,49996311.0,AAPL
2090,583,2015-09-04,162.52,162.92,156.16,157.35,32824.0,0.0,1.0,160.50128163577,160.89631309438,154.22028144376998,155.39550003315,32824.0,COKE
2709,448,2015-09-04,32.0,32.29,31.44,31.58,13854141.0,0.0,1.0,32.0,32.29,31.44,31.58,13854141.0,YHOO
1336,583,2015-09-04,240.89,244.09,238.2,241.93,3689153.0,0.0,1.0,240.89,244.09,238.2,241.93,3689153.0,TSLA
3463,583,2015-09-04,629.7,634.5,626.5,628.96,2024990.0,0.0,1.0,629.7,634.5,626.5,628.96,2024990.0,GOOGL
581,581,2015-09-08,111.65,112.56,110.32,112.31,54843626.0,0.0,1.0,107.40860397691,108.28403460494,106.12912844365,108.04353168515,54843626.0,AAPL
2089,582,2015-09-08,159.11,168.0,158.64,165.27,45913.0,0.0,1.0,157.13363845106002,165.91321261881,156.66947648719,163.21712291375,45913.0,COKE
1335,582,2015-09-08,245.05,249.16,244.05,248.17,3138231.0,0.0,1.0,245.05,249.16,244.05,248.17,3138231.0,TSLA
2708,447,2015-09-08,32.2,32.83,30.86,30.9,26873863.0,0.0,1.0,32.2,32.83,30.86,30.9,26873863.0,YHOO
3462,582,2015-09-08,641.0,645.04,632.9,643.88,1954648.0,0.0,1.0,641.0,645.04,632.9,643.88,1954648.0,GOOGL
3461,581,2015-09-09,651.88,657.36,640.9,643.41,2048908.0,0.0,1.0,651.88,657.36,640.9,643.41,2048908.0,GOOGL
2707,446,2015-09-09,30.4,31.8,30.35,31.52,47058537.0,0.0,1.0,30.4,31.8,30.35,31.52,47058537.0,YHOO
580,580,2015-09-09,113.76,114.02,109.77,110.15,85010804.0,0.0,1.0,109.43844861991998,109.6885716565,105.60002202012,105.96558645819,85010804.0,AAPL
1334,581,2015-09-09,252.05,254.25,248.303,248.91,3390788.0,0.0,1.0,252.05,254.25,248.303,248.91,3390788.0,TSLA
2088,581,2015-09-09,166.5,167.6801,160.12,160.79,40187.0,0.0,1.0,164.431844649,165.59728620978,158.13109288407,158.79277057725,40187.0,COKE
2706,445,2015-09-10,31.35,31.59,31.03,31.15,14330896.0,0.0,1.0,31.35,31.59,31.03,31.15,14330896.0,YHOO
3460,580,2015-09-10,643.9,654.9,641.7,651.08,1392481.0,0.0,1.0,643.9,654.9,641.7,651.08,1392481.0,GOOGL
2087,580,2015-09-10,160.48,163.16,160.05,162.0,29915.0,0.0,1.0,158.48662119681998,161.13333196955,158.06196237881,159.98774073956002,29915.0,COKE
1333,580,2015-09-10,247.23,250.7231,245.33,248.48,2709024.0,0.0,1.0,247.23,250.7231,245.33,248.48,2709024.0,TSLA
579,579,2015-09-10,110.27,113.2825,109.9,112.57,62892831.0,0.0,1.0,106.08102785969,108.97908804312,105.72508353841,108.29365472173,62892831.0,AAPL
2086,579,2015-09-11,160.64,163.5,160.64,163.05,32612.0,0.0,1.0,158.64463378027,161.46910870938,158.64463378027,161.02469831843,32612.0,COKE
578,578,2015-09-11,111.79,114.21,111.76,114.21,49915473.0,0.0,1.0,107.543285612,109.87135387553002,107.51442526162,109.87135387553002,49915473.0,AAPL
2705,444,2015-09-11,31.09,31.43,30.63,31.43,14365370.0,0.0,1.0,31.09,31.43,30.63,31.43,14365370.0,YHOO
1332,579,2015-09-11,247.64,250.24,244.73,250.24,2350844.0,0.0,1.0,247.64,250.24,244.73,250.24,2350844.0,TSLA
3459,579,2015-09-11,650.21,655.31,647.41,655.3,1744615.0,0.0,1.0,650.21,655.31,647.41,655.3,1744615.0,GOOGL
577,577,2015-09-14,116.58,116.89,114.86,115.31,58363431.0,0.0,1.0,112.15132155512,112.44954517565,110.49666146698,110.9295667226,58363431.0,AAPL
3458,578,2015-09-14,655.63,655.92,649.501,652.47,1497627.0,0.0,1.0,655.63,655.92,649.501,652.47,1497627.0,GOOGL
2704,443,2015-09-14,30.68,30.92,30.0,30.32,22186926.0,0.0,1.0,30.68,30.92,30.0,30.32,22186926.0,YHOO
1331,578,2015-09-14,251.1,254.25,249.67,253.19,2890851.0,0.0,1.0,251.1,254.25,249.67,253.19,2890851.0,TSLA
2085,578,2015-09-14,162.7,167.1,161.3,164.31,39308.0,0.0,1.0,160.67904579214,165.02439183692,159.29643568698998,162.26904741306998,39308.0,COKE
3457,577,2015-09-15,656.71,668.85,653.34,665.07,1777320.0,0.0,1.0,656.71,668.85,653.34,665.07,1777320.0,GOOGL
2703,442,2015-09-15,29.72,31.225,29.41,31.04,25661630.0,0.0,1.0,29.72,31.225,29.41,31.04,25661630.0,YHOO
2084,577,2015-09-15,165.28,165.53,162.83,164.6,39937.0,0.0,1.0,163.22699870021998,163.47389336185,160.80743101619,162.55544522057,39937.0,COKE
1330,577,2015-09-15,252.75,254.6,249.5,253.57,2933466.0,0.0,1.0,252.75,254.6,249.5,253.57,2933466.0,TSLA
576,576,2015-09-15,115.93,116.53,114.42,116.28,43341155.0,0.0,1.0,111.52601396366998,112.10322097116,110.07337632816002,111.86271805137,43341155.0,AAPL
2702,441,2015-09-16,31.14,31.77,30.99,31.4,22179724.0,0.0,1.0,31.14,31.77,30.99,31.4,22179724.0,YHOO
3456,576,2015-09-16,665.55,668.0699,662.2,665.52,1312598.0,0.0,1.0,665.55,668.0699,662.2,665.52,1312598.0,GOOGL
575,575,2015-09-16,116.25,116.54,115.44,116.41,37173489.0,0.0,1.0,111.833857701,112.11284108795,111.05462824088998,111.98777956966002,37173489.0,AAPL
1329,576,2015-09-16,253.04,262.88,252.88,262.25,4417081.0,0.0,1.0,253.04,262.88,252.88,262.25,4417081.0,TSLA
2083,576,2015-09-16,165.4,165.67,163.54,165.0,28152.0,0.0,1.0,163.3455081378,163.61215437237,161.50861185524,162.95047667919,28152.0,COKE
2082,575,2015-09-17,164.72,173.1,164.72,171.18,43234.0,0.0,1.0,162.67395465815,170.94986371616002,162.67395465815,169.05371271481002,43234.0,COKE
3455,575,2015-09-17,667.49,681.99,665.0,671.67,2387605.0,0.0,1.0,667.49,681.99,665.0,671.67,2387605.0,GOOGL
574,574,2015-09-17,115.66,116.49,113.715,113.92,64112641.0,0.0,1.0,111.2662708103,112.06474050398998,109.39515809436,109.59237048858,64112641.0,AAPL
1328,575,2015-09-17,263.96,265.5,260.69,262.07,3585812.0,0.0,1.0,263.96,265.5,260.69,262.07,3585812.0,TSLA
2701,440,2015-09-17,31.31,31.33,30.81,30.93,17094184.0,0.0,1.0,31.31,31.33,30.81,30.93,17094184.0,YHOO
2081,574,2015-09-18,171.15,174.092,163.63,166.35,128367.0,0.0,1.0,169.02408535541,171.92954173353002,161.59749393343,164.28370785202,128367.0,COKE
3454,574,2015-09-18,665.06,669.84,660.03,660.92,3627210.0,0.0,1.0,665.06,669.84,660.03,660.92,3627210.0,GOOGL
2700,439,2015-09-18,30.51,30.8,30.41,30.74,20538316.0,0.0,1.0,30.51,30.8,30.41,30.74,20538316.0,YHOO
1327,574,2015-09-18,257.96,263.82,257.5,260.62,3763064.0,0.0,1.0,257.96,263.82,257.5,260.62,3763064.0,TSLA
573,573,2015-09-18,112.21,114.3,111.87,113.45,74285291.0,0.0,1.0,107.94733051724,109.95793492666,107.62024654633,109.14022499938,74285291.0,AAPL
572,572,2015-09-21,113.67,115.37,113.66,115.21,50221965.0,0.0,1.0,109.35186756879,110.98728742335,109.342247452,110.83336555468,50221965.0,AAPL
2699,438,2015-09-21,31.2,31.735,30.88,31.17,18744953.0,0.0,1.0,31.2,31.735,30.88,31.17,18744953.0,YHOO
3453,573,2015-09-21,665.51,669.0,658.0,666.98,1954667.0,0.0,1.0,665.51,669.0,658.0,666.98,1954667.0,GOOGL
1326,573,2015-09-21,263.98,271.57,255.8,264.2,6120155.0,0.0,1.0,263.98,271.57,255.8,264.2,6120155.0,TSLA
2080,573,2015-09-21,168.35,169.81,164.4,169.27,33934.0,0.0,1.0,166.2588651451,167.70072996905,162.35792949126002,167.16743749991002,33934.0,COKE
3452,572,2015-09-22,657.47,658.82,645.03,653.2,2718081.0,0.0,1.0,657.47,658.82,645.03,653.2,2718081.0,GOOGL
571,571,2015-09-22,113.38,114.18,112.5201,113.4,50346159.0,0.0,1.0,109.07288418184,109.84249352516,108.24565033894,109.09212441542,50346159.0,AAPL
1325,572,2015-09-22,259.03,262.65,255.87,260.94,3664353.0,0.0,1.0,259.03,262.65,255.87,260.94,3664353.0,TSLA
2698,437,2015-09-22,30.78,30.92,30.17,30.4,15614931.0,0.0,1.0,30.78,30.92,30.17,30.4,15614931.0,YHOO
2079,572,2015-09-22,171.29,171.78,165.74,170.43,51142.0,0.0,1.0,169.16234636593,169.64625990273,163.68128487763,168.3130287299,51142.0,COKE
570,570,2015-09-23,113.63,114.72,113.3,114.32,35756716.0,0.0,1.0,109.31338710163,110.3619798319,108.99592324751,109.97717516023998,35756716.0,AAPL
2078,571,2015-09-23,171.15,173.78,170.87,173.23,31372.0,0.0,1.0,169.02408535541,171.62141719581,168.74756333438,171.07824894021002,31372.0,COKE
1324,571,2015-09-23,261.95,262.08,257.5838,261.06,2600778.0,0.0,1.0,261.95,262.08,257.5838,261.06,2600778.0,TSLA
3451,571,2015-09-23,652.9,660.28,650.7301,653.29,1457995.0,0.0,1.0,652.9,660.28,650.7301,653.29,1457995.0,GOOGL
2697,436,2015-09-23,30.56,30.57,29.63,29.74,12755387.0,0.0,1.0,30.56,30.57,29.63,29.74,12755387.0,YHOO
1323,570,2015-09-24,259.53,263.45,256.21,263.12,3448191.0,0.0,1.0,259.53,263.45,256.21,263.12,3448191.0,TSLA
2696,435,2015-09-24,29.47,29.57,28.85,29.34,19109920.0,0.0,1.0,29.47,29.57,28.85,29.34,19109920.0,YHOO
3450,570,2015-09-24,648.97,656.7699,642.165,654.91,1934639.0,0.0,1.0,648.97,656.7699,642.165,654.91,1934639.0,GOOGL
569,569,2015-09-24,113.25,115.5,112.37,115.0,50219475.0,0.0,1.0,108.94782266355,111.11234894164,108.1012523859,110.63134310206,50219475.0,AAPL
2077,570,2015-09-24,172.88,186.63,172.88,185.31,77816.0,0.0,1.0,170.73259641393,184.31180280386,170.73259641393,183.00819899042,77816.0,COKE
2076,569,2015-09-25,189.9,194.431,187.74,189.13,95235.0,0.0,1.0,187.54118497804,192.01590382552,185.40801510152,186.78074942021,95235.0,COKE
3449,569,2015-09-25,658.58,658.58,639.655,640.15,2423992.0,0.0,1.0,658.58,658.58,639.655,640.15,2423992.0,GOOGL
